ลําดับ,วันที่ตอบรับสมาชิก,รหัสสมาชิก,ชื่อสถานศึกษา,สังกัด,ตําบล/แขวง,อําเภอ /เขต,จังหวัด,รหัสไปรษณีย์
253,ปี 2568,7-50180-023,โรงเรียนบ้านหนองปลามัน,สํานักงานเขตพื้นที่การศึกษาประถมศึกษาเชียงใหม่ เขต 2,ตําบลห้วยทราย,อําเภอแม่ริม,เชียงใหม่,50180
254,ปี 2568,7-50180-024,โรงเรียนบ้านปางไฮ,สํานักงานเขตพื้นที่การศึกษาประถมศึกษาเชียงใหม่ เขต 2,ตําบลแม่แรม,อําเภอแม่ริม,เชียงใหม่,50180
255,ปี 2568,7-50180-025,โรงเรียนวัดทรายมูล,สํานักงานเขตพื้นที่การศึกษาประถมศึกษาเชียงใหม่ เขต 2,ตําบลริมใต,อําเภอแม่ริม,เชียงใหม่,50180
256,ปี 2568,7-50180-026,โรงเรียนบ้านแม่สา,สํานักงานเขตพื้นที่การศึกษาประถมศึกษาเชียงใหม่ เขต 2,ตําบลแม่สา,อําเภอแม่ริม,เชียงใหม่,50180
257,ปี 2568,7-50180-027,โรงเรียนบ้านโป่งแยงใน,สํานักงานเขตพื้นที่การศึกษาประถมศึกษาเชียงใหม่ เขต 2,ตําบลโป่งแยง,อําเภอแม่ริม,เชียงใหม่,50180
258,ปี 2568,7-50180-028,โรงเรียนบ้านต้นผึ้ง,สํานักงานเขตพื้นที่การศึกษาประถมศึกษาเชียงใหม่ เขต 2,ตําบลเหมืองแก้ว,อําเภอแม่ริม,เชียงใหม่,50180
259,ปี 2568,7-50180-029,โรงเรียนเจ้าพ่อหลวงอุปถัมภ์ 7,สํานักงานเขตพื้นที่การศึกษาประถมศึกษาเชียงใหม่ เขต 2,ตําบลโป่งแยง,อําเภอแม่ริม,เชียงใหม่,50180
260,ปี 2568,7-50180-030,โรงเรียนบ้านทุ่งโป่ง,สํานักงานเขตพื้นที่การศึกษาประถมศึกษาเชียงใหม่ เขต 2,ตําบลแม่แรม,อําเภอแม่ริม,เชียงใหม่,50180
261,ปี 2568,7-50180-031,โรงเรียนบ้านบวกจั่น,สํานักงานเขตพื้นที่การศึกษาประถมศึกษาเชียงใหม่ เขต 2,ตําบลโป่งแยง,อําเภอแม่ริม,เชียงใหม่,50180
262,ปี 2568,7-50180-032,โรงเรียนอนุบาลอินทิราบ้านเด็ก,สำนักงานคณะกรรมการส่งเสริมการศึกษาเอกชน,ตําบลริมใต,อําเภอแม่ริม,เชียงใหม่,50180
