"รายชื่อสถานศึกษา ""สวนพฤกษศาสตร์โรงเรียน"" จังหวัดเชียงใหม่",,,,,,,,
จํานวน ๖๘๕ แห่ง ข้อมูล ณ วันที่ ๒๐ มีนาคม ๒๕๖๙,,,,,,,,
ลําดับ,วันที่ตอบรับสมาชิก,รหัสสมาชิก,ชื่อสถานศึกษา,สังกัด,ตําบล/แขวง,อําเภอ /เขต,จังหวัด,รหัสไปรษณีย
437,21 กรกฎาคม 2568,7-50250-020,โรงเรียนบ้านห้วยน้ำจาง,สํานักงานเขตพื้นที่การศึกษา ประถมศึกษาเชียงใหม่ เขต 2,ตําบลบอแกว,อําเภอสะเมิง,เชียงใหม่,50250
438,21 กรกฎาคม 2568,7-50250-021,โรงเรียนบ้านแม่แว,สํานักงานเขตพื้นที่การศึกษา ประถมศึกษาเชียงใหม่ เขต 2,ตําบลยั้งเมิน,อําเภอสะเมิง,เชียงใหม่,50250
439,11 ธันวาคม 2568,7-50250-022,โรงเรียนบ้านแม่ลานคํา สาขา บ้านปาคานอก,สํานักงานเขตพื้นที่การศึกษา ประถมศึกษาเชียงใหม่ เขต 2,ตําบลสะเมิงใต,อําเภอสะเมิง,เชียงใหม่,50250
440,11 ธันวาคม 2568,7-50250-023,โรงเรียนชุมชนบ้านแม่สาบ,สํานักงานเขตพื้นที่การศึกษา ประถมศึกษาเชียงใหม่ เขต 2,ตําบลสะเมิงใต,อําเภอสะเมิง,เชียงใหม่,50250
441,10 มิถุนายน 2553,7-50250-033/04-ตชด.,โรงเรียนรัปปาปอรต (ตชด. บํารุง ที่ 92),สํานักงานเขตพื้นที่การศึกษา ประถมศึกษาเชียงใหม่ เขต 2,ตําบลบอแกว,อําเภอสะเมิง,เชียงใหม่,50250
442,20 กรกฎาคม 2563,7-50260-001,โรงเรียนดอยเตาวิทยาคม,สํานักงานเขตพื้นที่การศึกษา มัธยมศึกษาเชียงใหม่,ตําบลท่าเดื่อ,อําเภอดอยเตา,เชียงใหม่,50260
443,22 กุมภาพันธ 2564,7-50260-002,โรงเรียนชุมชนบ้านดอยเตา,สํานักงานเขตพื้นที่การศึกษา ประถมศึกษาเชียงใหม่ เขต 5,ตําบลดอยเตา,อําเภอดอยเตา,เชียงใหม่,50260
444,22 กุมภาพันธ 2564,7-50260-003,โรงเรียนบ้านแปลง 5,สํานักงานเขตพื้นที่การศึกษา ประถมศึกษาเชียงใหม่ เขต 5,ตําบลท่าเดื่อ,อําเภอดอยเตา,เชียงใหม่,50260
445,20 มิถุนายน 2568,7-50260-004,โรงเรียนบ้านวังหลวง,สํานักงานเขตพื้นที่การศึกษา ประถมศึกษาเชียงใหม่ เขต 5,ตําบลท่าเดื่อ,อําเภอดอยเตา,เชียงใหม่,50260
446,21 กรกฎาคม 2568,7-50260-005,โรงเรียนชุมชนศูนย์อพยพแปลง 4,สํานักงานเขตพื้นที่การศึกษา ประถมศึกษาเชียงใหม่ เขต 5,ตําบลมืดกา,อําเภอดอยเตา,เชียงใหม่,50260
447,21 กรกฎาคม 2568,7-50260-006,โรงเรียนบ้านฉิมพลี,สํานักงานเขตพื้นที่การศึกษา ประถมศึกษาเชียงใหม่ เขต 5,ตําบลดอยเตา,อําเภอดอยเตา,เชียงใหม่,50260
